# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.944037392348289,2.9804028838826873,-113.20655939918805,0,3.0,107.68937322483906,180.0,0.0,0.0
 0.02148987905987445,1.9437644270914771,2.979766209533482,-113.20655939918805,0.06446963717962334,2.9999999999999996,107.68937322483906,180.0,448.978811456526,0.0
 0.03213988254098937,1.9434936455450267,2.9789533913183894,-108.42493349422921,0.09641964762296812,3.0000000000000004,59.560667455411476,180.0,345.9077506555749,0.0
 0.04141539301811713,1.943225038939016,2.9779658762743955,-105.21646252890372,0.12424617905435138,3.0,36.07789340199967,180.0,263.7920252418206,0.0
 0.05009194002227161,1.9429585985035245,2.976805111438486,-102.92765862257197,0.15027582006681484,3.000000000000001,23.411491681563735,180.0,204.90791408621496,0.0
 0.058437006764757465,1.942694315468631,2.975472543847648,-101.21768840345895,0.17531102029427242,3.0000000000000027,16.02267310530142,180.0,162.72135310997092,0.0
 0.06657295721549808,1.942432181064414,2.9739696205388686,-99.89379553727875,0.19971887164649427,3.0,11.437375223250198,180.0,131.91732267254892,0.0
 0.07456480695911812,1.942172186520953,2.972297788549133,-98.8395321158991,0.2236944208773544,3.0000000000000018,8.446753433605465,180.0,108.91153609162033,3.6041755059950023e-12
 0.08245057983092438,1.941914323068326,2.9704584949154276,-97.98068047916104,0.2473517394927732,3.0000000000000018,6.415195923871651,180.00000000000003,91.35179863584906,-3.642176578334057e-12
 0.09025407557560466,1.9416585819366126,2.968453186674739,-97.26781710723732,0.270762226726814,2.999999999999993,4.9876478948172505,180.0,77.68075939997142,0.0
 0.09799097063394674,1.9414049543558918,2.966283310864054,-96.66680922370742,0.29397291190184016,2.999999999999993,3.955495992327411,180.0,66.84743078538929,0.0
 0.1056720118439942,1.9411534315562415,2.9639503145203587,-96.15335135305905,0.31701603553198254,2.9999999999999982,3.19082095868541,180.0,58.12709328196405,0.0
 0.11330480805317417,1.9409040047677415,2.9614556446806395,-95.70967909580581,0.33991442415952244,3.0000000000000018,2.612267302649407,180.0,51.00926540776335,0.0
 0.12089489157358135,1.9406566652204702,2.958800748381883,-95.32251451104626,0.362684674720744,3.0,2.166435616552651,180.0,45.12710402387559,3.763725033851578e-12
 0.12844637558869254,1.9404114041445069,2.955987072661075,-94.98173790636172,0.3853391267660776,3.0000000000000075,1.8172986938135045,180.00000000000003,40.21207760944483,-3.781493547833999e-12
 0.13596237662661145,1.9401682127699298,2.9530160645552024,-94.67950388931226,0.4078871298798344,3.0000000000000036,1.5399549589539452,180.0,36.06427388018369,0.0
 0.14344529467996733,1.9399270823268184,2.9498891711012516,-94.40963788321305,0.430335884039902,2.9999999999999925,1.316820077741057,180.0,32.532557212318984,0.0
 0.15089700399836148,1.939688004045251,2.9466078393362083,-94.16721472348284,0.4526910119950844,2.9999999999999964,1.1352373404305378,180.0,29.50105341728488,0.0
 0.15831898611377623,1.9394509691553072,2.94317351629706,-93.94825843263385,0.47495695834132867,3.0000000000000036,0.9859393399424449,180.0,26.87977798929866,-3.8441801885666175e-12
 0.16571242451578871,1.9392159688870654,2.9395876490207917,-93.7495244498102,0.49713727354736614,3.0000000000000036,0.8620346523201953,179.99999999999997,24.598028416841814,3.8585790137355495e-12
 0.1730782732723465,1.9389829944706043,2.935851684544391,-93.56833909278222,0.5192348198170395,2.999999999999989,0.7583263640488278,180.0,22.599652748096346,0.0
 0.18041730758318314,1.9387520371360032,2.9319670699048435,-93.40247946585096,0.5412519227495494,3.000000000000004,0.6708450866597275,180.0,20.83961281771048,0.0
 0.18773016157265515,1.9385230881133406,2.927935252139137,-93.2500824201179,0.5631904847179654,3.0,0.5965234318536143,180.0,19.281454564580617,0.0
 0.19501735692013927,1.9382961386326958,2.9237576782842556,-93.10957469412216,0.5850520707604178,3.0,0.5329655227164922,180.0,17.895422965077685,3.913775143588233e-12
 0.2022793248124353,1.9380711799241472,2.919435795377187,-92.97961870713071,0.6068379744373058,2.999999999999996,0.47828143868883705,180.00000000000003,16.657041231905545,-3.927224536925188e-12
 0.20951642296233042,1.9378482032177737,2.9149710504549176,-92.85907006484857,0.6285492688869911,2.999999999999996,0.4309667207759066,180.0,15.546028480508587,-3.9406041008523365e-12
 0.2167289489362684,1.937627199743655,2.910364890554434,-92.74694393064132,0.6501868468088051,3.000000000000004,0.3898135982546155,179.99999999999997,14.545467053264437,0.0
 0.22391715068922605,1.9374081607318687,2.905618762712722,-92.64238817887146,0.6717514520676781,3.0,0.35384483950750056,179.99999999999997,13.641155998206228,7.934498908825847e-12
 0.23108123496398458,1.9371910774124947,2.900734113966768,-92.54466178769518,0.6932437048919536,2.999999999999996,0.3222639449812443,180.00000000000003,12.821104688187129,-3.980554037168341e-12
 0.23822137404136348,1.9369759410156113,2.8957123913535585,-92.45311731709589,0.7146641221240903,2.9999999999999885,0.2944172731257939,180.0,12.075133051471203,0.0
 0.24533771120553996,1.9367627427712975,2.8905550419100803,-92.36718659899934,0.7360131336166197,3.0,0.26976497847778,180.0,11.394553512186695,0.0
 0.25243036519973633,1.9365514739096323,2.885263512673319,-92.28636897351903,0.7572910955992088,3.000000000000004,0.24785851925998634,180.0,10.77191616661804,0.0
 0.25949943388231234,1.9363421256606943,2.879839250680262,-92.21022155829426,0.7784983016469369,3.000000000000008,0.22832310922833152,180.0,10.200803244420625,0.0
